batch_id,calibration*mic,config,configVer,data*LAeq,data*co2,data*humidity,data*humidityRH,data*no2,dataNoise0,dataNoise1,dataNoise10,dataNoise11,dataNoise12,dataNoise13,dataNoise14,dataNoise15,dataNoise16,dataNoise17,dataNoise18,dataNoise19,dataNoise2,dataNoise20,dataNoise21,dataNoise22,dataNoise23,dataNoise24,dataNoise25,dataNoise26,dataNoise27,dataNoise28,dataNoise29,dataNoise3,dataNoise30,dataNoise31,dataNoise32,dataNoise33,dataNoise34,dataNoise35,dataNoise36,dataNoise37,dataNoise38,dataNoise39,dataNoise4,dataNoise40,dataNoise41,dataNoise42,dataNoise43,dataNoise44,dataNoise45,dataNoise46,dataNoise47,dataNoise48,dataNoise49,dataNoise5,dataNoise50,dataNoise51,dataNoise52,dataNoise53,dataNoise54,dataNoise55,dataNoise56,dataNoise57,dataNoise58,dataNoise59,dataNoise6,dataNoise60,dataNoise61,dataNoise62,dataNoise63,dataNoise64,dataNoise65,dataNoise66,dataNoise67,dataNoise68,dataNoise69,dataNoise7,dataNoise70,dataNoise71,dataNoise72,dataNoise73,dataNoise74,dataNoise75,dataNoise76,dataNoise8,dataNoise9,data*particles,data*temperature,data*temperatureTC,location,measured_time,meta*no2*gaz,meta*no2*lifetime,meta*no2*serial,meta*noise*gain,meta*noise*offset,meta*noise*sensibility,meter_code,park_code,serial,timestamp,version
181003121631,,noname,_,6353,-1.0,32760,56.484741210938,3,0,0,3,2,7,5,3,3,3,4,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,5,2726,24796,19.634880371094,"52.408861,-1.825003",2018-10-03 12:15:00+00:00,,,,,,,521,220,800044,1989-02-07 12:15:00,1
181003121726,,noname,_,6573,-1.0,32700,56.370300292969,4,0,0,4,9,4,2,5,4,6,8,5,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2004,24840,19.752856445312,"52.408861,-1.825003",2018-10-03 12:16:00+00:00,,,,,,,521,220,800044,1989-02-07 12:16:00,1
181003123509,,default,_,6599,-1.0,32636,56.248229980469,4,0,0,7,5,1,4,5,9,10,7,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,952,24852,19.785031738281,"52.408861,-1.825003",2018-10-03 12:17:00+00:00,,,,,,,521,220,800044,1989-02-07 12:17:00,1
181003123509,,default,_,6449,-1.0,32148,55.317443847656,5,0,0,5,7,6,7,8,5,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,912,24940,20.020983886719,"52.408861,-1.825003",2018-10-03 12:18:00+00:00,,,,,,,521,220,800044,1989-02-07 12:18:00,1
181003123509,,default,_,6764,-1.0,31812,54.676574707031,5,0,0,0,6,2,4,7,5,5,5,9,6,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,24996,20.171135253905998,"52.408861,-1.825003",2018-10-03 12:19:00+00:00,,,,,,,521,220,800044,1989-02-07 12:19:00,1
181003130033,2108.0,default,_,6666,-1.0,31368,53.829711914062,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,10,17,23,26,25,24,45,52,58,92,0,101,119,77,75,70,36,23,9,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3318,25056,20.33201171875,"52.408861,-1.825003",2018-10-03 12:45:00+00:00,CNB,94.0,3798.0,110.0,3.0,2108.0,521,220,800044,1989-02-07 12:45:00,1
181003131536,,default,_,6642,-1.0,31676,54.417175292969,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,3,8,27,19,23,36,48,54,69,87,0,113,122,110,66,45,27,13,7,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189,24996,20.171135253905998,"52.408861,-1.825003",2018-10-03 13:00:00+00:00,,,,,,,521,220,800044,1989-02-07 13:00:00,1
181003134535,2108.0,SOLIHULL_20181003,181003150447,6697,,32760,56.484741210938,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,0,6,12,25,12,17,23,45,49,66,75,0,74,90,121,89,89,56,13,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562,24840,19.752856445312,"52.408861,-1.825003",2018-10-03 13:30:00+00:00,CNB,94.0,3798.0,110.0,3.0,2108.0,521,220,800044,1989-02-07 13:30:00,1
181003140030,,SOLIHULL_20181003,181003150447,6649,,32836,56.629699707031,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,2,11,0,6,13,24,32,26,28,38,40,47,75,0,117,120,130,86,58,16,11,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,24840,19.752856445312,"52.408861,-1.825003",2018-10-03 13:45:00+00:00,,,,,,,521,220,800044,1989-02-07 13:45:00,1
181003141530,,SOLIHULL_20181003,181003150447,6639,,33032,57.003540039062,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,6,13,14,28,25,41,57,52,64,102,0,85,95,93,81,70,43,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,24840,19.752856445312,"52.408861,-1.825003",2018-10-03 14:00:00+00:00,,,,,,,521,220,800044,1989-02-07 14:00:00,1
181003143029,,SOLIHULL_20181003,181003150447,6670,,32948,56.843322753906,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,4,9,11,18,22,39,49,54,57,73,0,103,121,104,92,63,49,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3738,24928,19.98880859375,"52.408861,-1.825003",2018-10-03 14:15:00+00:00,,,,,,,521,220,800044,1989-02-07 14:15:00,1
181003144530,,SOLIHULL_20181003,181003150447,6624,,32600,56.179565429688,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,6,4,0,11,17,21,30,24,40,56,49,83,91,0,87,99,100,65,40,27,17,8,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3624,24968,20.096059570312,"52.408861,-1.825003",2018-10-03 14:30:00+00:00,,,,,,,521,220,800044,1989-02-07 14:30:00,1
